64 2484.6444 0
100 2222.1650 0
128 2151.6034 0
200 2054.5302 0
256 2026.4755 0
512 1917.9026 0
600 1913.6585 0
900 1890.2383 0
1024 1885.8675 0
2000 1859.0567 0
2048 1839.6479 0
3000 1851.4592 0
4000 1837.5371 0
