64 16924.6204 16924.2976
100 10761.0557 9520.6458
128 14687.5985 14687.5635
200 14507.4673 14507.4582
256 11147.1996 11147.1963
512 8260.9046 8260.9042
600 13031.6352 13031.6349
900 9811.7869 9681.5436
1024 5250.4120 5250.4120
2000 8322.9816 8322.9816
2048 4016.8090 4016.8090
3000 8883.2139 8883.2139
4000 8396.3332 8396.3332
