64 49350.8146
100 44605.1786
128 40509.8396
200 31230.8314
256 27748.1941
512 31927.1635
600 29794.3475
900 38123.8013
1024 39197.1623
2000 44402.8382
2048 40836.6718
3000 46994.1564
4000 48205.2755
