64 4407.4879 2201.0571
100 5716.1646 2856.6540
128 5974.2657 2986.2215
200 5795.3819 2897.3288
256 5021.1888 2510.4029
512 5935.7443 2967.8155
600 5782.9016 2891.4107
900 5101.1662 2550.5674
1024 4918.3078 2459.1422
2000 5404.9411 2702.4671
2048 5161.2609 2580.6274
3000 5818.0835 2909.0401
4000 5962.5811 2981.2896
