64 4881.7948
100 2758.0013
128 9302.6214
200 7331.2339
256 20660.8773
512 53542.8484
600 10699.1086
900 13837.2263
1024 33578.7471
2000 18295.9615
2048 25464.3355
3000 23344.5202
4000 19268.1320
